City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
593,Humaita,BR,75.33,overcast clouds,-7.5061,-63.0208,Corrêa Hotel
594,Port Moresby,PG,77.97,overcast clouds,-9.4431,147.1797,Lamana Hotel
597,Bucerias,MX,78.8,clear sky,20.75,-105.3333,Villa del Palmar Flamingos Beach Resort & Spa Riviera Nayarit
598,Ballina,AU,63.0,scattered clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
599,Rapallo,IT,51.01,overcast clouds,44.3511,9.2297,Hotel Portofino
600,Pedro Ii,BR,69.51,moderate rain,-4.4247,-41.4586,Opala Hotel Pedro II
601,Anshun,CN,54.21,overcast clouds,26.25,105.9333,安顺麦吉风格酒店
605,Sakakah,SA,75.2,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
606,Melilla,ES,62.6,few clouds,35.2937,-2.9383,Hotel Nacional
607,Eucaliptus,BO,60.01,clear sky,-17.5833,-67.5167,Hotel Serrano
609,Antsohihy,MG,75.04,few clouds,-14.8796,47.9875,Hotel de Ville
612,Sao Raimundo Das Mangabeiras,BR,73.35,moderate rain,-7.0219,-45.4811,Hotel Tropical
614,Sonqor,IR,57.2,broken clouds,34.7837,47.6004,رینگ و لاستیک میلاد (غیاثی)
618,Mackay,AU,73.0,scattered clouds,-21.15,149.2,International Lodge Motel
622,Pokhara,NP,65.28,clear sky,28.2333,83.9833,Butterfly Lodge
624,Plettenberg Bay,ZA,69.94,few clouds,-34.0527,23.3716,Thanda Vista B&B
625,Alofi,NU,78.8,scattered clouds,-19.0595,-169.9187,Taloa Heights
628,Liverpool,GB,50.0,broken clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
629,Silopi,TR,66.74,broken clouds,37.2497,42.4694,"Özenler Residence Otel, Şırnak Silopi"
632,Yarim,YE,58.73,broken clouds,14.298,44.3779,وليد المسوري ابو اسد
633,Ayagoz,KZ,50.56,overcast clouds,47.9714,80.4392,Gostinitsa Nur
635,Zhob,PK,64.62,broken clouds,31.3411,69.4481,ROOM # 105 DUBAI HOTEL ZHOB
639,Esmeraldas,BR,77.0,clear sky,-19.7625,-44.3139,Forasteiro Pousada - Hotel
640,Myskhako,RU,53.6,light rain,44.6714,37.7433,Myskhako Hotel
642,Chau Doc,VN,78.82,overcast clouds,10.7,105.1167,JADE AND SAPPHIRE GUESTHOUSE
644,Hervey Bay,AU,66.0,clear sky,-25.2986,152.8535,Shelly Bay Resort
645,Sinnamary,GF,77.88,broken clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
647,Sunbury,AU,55.4,clear sky,-37.5833,144.7333,Sunbury Motor Inn
648,Kalaleh,IR,62.6,clear sky,37.3807,55.4916,عطر و ادکلن پارسیس
649,Hachinohe,JP,50.0,light rain,40.5,141.5,Hachinohe Grand Hotel
650,Daru,PG,76.44,overcast clouds,-9.0763,143.2092,Daru Lodge
652,Watsa,CD,65.73,scattered clouds,3.0372,29.5355,Hôtel Le Pacifique
654,Cromwell,US,60.8,broken clouds,41.5951,-72.6454,Inn at Middletown
655,Nieves,PH,77.0,broken clouds,15.3274,120.9485,Bill's Inn
658,Chalmette,US,70.0,clear sky,29.9427,-89.9634,Marina Motel Chalmette
659,Caxambu,BR,62.24,broken clouds,-21.9772,-44.9325,Hotel Lopes
661,Marfino,RU,50.0,clear sky,55.7028,37.3822,ARK guest house
662,Valparaiso,CL,59.0,clear sky,-33.0393,-71.6273,Hotel Ultramar
663,Braganca,BR,73.31,light rain,-1.0536,-46.7656,Marujo's Suíte Hotel
666,Bubaque,GW,77.49,broken clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
667,Concepcion Del Uruguay,AR,73.99,overcast clouds,-32.4825,-58.2372,Aires del Campo Cabañas y Hotel
669,Cotonou,BJ,75.2,scattered clouds,6.3654,2.4183,Novotel Cotonou Orisha
670,Xuddur,SO,75.83,broken clouds,4.1213,43.8894,Banjanay Hotel
675,Wanaka,NZ,52.83,moderate rain,-44.7,169.15,Wanaka Homestead Lodge and Cottages
