City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,San Vicente,AR,-26.6167,-54.1333,62.19,78,0,3.65,light rain
349,Kemijarvi,FI,66.7131,27.4306,30.31,95,8,3.74,clear sky
350,Paamiut,GL,61.994,-49.6678,27.5,65,100,9.78,overcast clouds
351,Mount Isa,AU,-20.7333,139.5,77.0,23,20,14.97,few clouds
352,Kupang,ID,-10.1667,123.5833,79.66,72,59,6.13,broken clouds
353,Ganzhou,CN,28.8184,115.4327,59.27,78,98,1.41,overcast clouds
354,Southbridge,US,42.0751,-72.0334,57.2,47,90,4.61,overcast clouds
355,Mayumba,GA,-3.432,10.6554,77.7,89,100,4.45,light rain
356,Rio Brilhante,BR,-21.8019,-54.5464,74.55,46,8,6.98,clear sky
357,Puerto Ayacucho,VE,5.6639,-67.6236,81.3,74,100,4.5,overcast clouds
358,Kavaratti,IN,10.5669,72.642,83.53,72,94,6.04,overcast clouds
359,Tashara,RU,55.5195,83.5094,21.99,75,100,5.99,overcast clouds
360,Japaratuba,BR,-10.5933,-36.9403,80.6,78,20,6.91,few clouds
361,Castel San Pietro Terme,IT,44.3986,11.5848,44.6,81,0,4.61,clear sky
362,Beidaud,RO,44.7167,28.5667,46.4,76,90,6.91,overcast clouds
363,Tura,IN,25.5198,90.2201,65.34,91,17,5.17,few clouds
364,Port-Gentil,GA,-0.7193,8.7815,80.6,89,20,3.44,few clouds
365,Igrim,RU,63.1906,64.4162,7.29,96,9,2.3,clear sky
366,Okhotsk,RU,59.3833,143.3,31.28,98,100,7.63,light snow
367,Zonguldak,TR,41.25,31.8333,52.83,92,100,2.66,light rain
368,Yazd,IR,31.8972,54.3675,62.6,31,0,2.3,clear sky
369,Baykit,RU,61.67,96.37,21.78,94,100,1.81,overcast clouds
370,Neya,RU,58.2972,43.8681,30.38,81,92,9.01,overcast clouds
371,Bontang,ID,0.1333,117.5,76.69,88,100,8.39,moderate rain
372,Lazaro Cardenas,MX,17.9583,-102.2,80.08,50,1,9.35,clear sky
373,Nuuk,GL,64.1835,-51.7216,24.8,54,75,16.11,broken clouds
374,Kieta,PG,-6.2167,155.6333,87.78,63,26,4.74,scattered clouds
375,Hengshui,CN,37.7322,115.7011,61.54,41,56,12.1,broken clouds
376,Vega De Alatorre,MX,20.0333,-96.6333,70.92,76,86,14.63,overcast clouds
377,Sisimiut,GL,66.9395,-53.6735,16.79,65,100,14.09,overcast clouds
378,Harper,LR,4.375,-7.7169,80.67,79,100,6.89,overcast clouds
379,Coxim,BR,-18.5067,-54.76,78.57,59,66,3.15,broken clouds
380,Xining,CN,36.6167,101.7667,40.35,83,100,5.03,overcast clouds
381,Marsa Matruh,EG,31.3525,27.2453,77.0,29,75,8.05,broken clouds
382,Viedma,AR,-40.8135,-62.9967,68.61,74,39,13.02,scattered clouds
383,Benidorm,ES,38.5382,-0.131,52.0,84,7,5.01,clear sky
384,Gold Coast,AU,-28.0,153.4333,75.0,56,0,10.36,clear sky
385,Poughkeepsie,US,41.7004,-73.921,57.2,44,90,5.75,overcast clouds
386,Santiago Del Estero,AR,-27.7951,-64.2615,78.49,57,61,7.99,broken clouds
387,Dmytrivka,UA,45.9717,28.9864,47.53,86,100,3.89,overcast clouds
388,Yamada,JP,39.4667,141.95,52.97,61,98,16.22,overcast clouds
389,Tabou,CI,4.423,-7.3528,80.56,79,95,6.4,overcast clouds
390,Ambilobe,MG,-13.2,49.05,72.43,88,17,3.15,few clouds
391,Katobu,ID,-4.9408,122.5276,79.23,84,99,1.66,overcast clouds
392,Ilheus,BR,-14.7889,-39.0494,78.8,89,75,4.61,broken clouds
393,Antigonish,CA,45.6169,-61.9986,33.01,96,100,4.0,snow
394,Pemba,MZ,-12.974,40.5178,73.4,83,75,11.5,broken clouds
395,Naryan-Mar,RU,67.6713,53.087,18.95,88,100,11.86,overcast clouds
396,Ilulissat,GL,69.2167,-51.1,12.2,52,42,14.97,scattered clouds
397,Elat,IL,29.5581,34.9482,80.6,47,0,3.27,clear sky
398,Pullman,US,46.7313,-117.1796,71.6,18,1,18.41,clear sky
399,Callaway,US,30.153,-85.5699,66.2,82,90,5.75,overcast clouds
400,Hay River,CA,60.8156,-115.7999,44.6,52,100,6.91,overcast clouds
401,Mollendo,PE,-17.0231,-72.0147,67.89,81,1,5.28,clear sky
402,Kudahuvadhoo,MV,2.6708,72.8944,82.63,64,89,10.16,overcast clouds
403,Lexington,US,37.9887,-84.4777,55.99,50,75,1.63,broken clouds
404,Rio Grande,BR,-32.035,-52.0986,64.99,80,25,12.33,scattered clouds
405,Binga,ZW,-17.6203,27.3414,64.06,74,5,3.27,clear sky
406,Mbanza-Ngungu,CD,-5.25,14.8667,70.57,92,96,0.36,light rain
407,Qui Nhon,VN,13.7667,109.2333,77.67,76,98,1.74,overcast clouds
408,Fort Nelson,CA,58.8053,-122.7002,51.8,24,20,2.3,few clouds
409,Nizwa,OM,22.9333,57.5333,78.69,23,99,3.31,overcast clouds
410,Athabasca,CA,54.7169,-113.2854,42.8,39,100,11.5,overcast clouds
411,Karratha,AU,-20.7377,116.8463,80.4,66,3,2.93,clear sky
412,Nizhniy Tagil,RU,57.9194,59.965,23.92,55,0,0.56,clear sky
413,Canico,PT,32.6333,-16.85,60.8,67,20,5.75,few clouds
414,El Alto,PE,-4.2714,-81.2147,71.11,79,98,3.02,overcast clouds
415,Tual,ID,-5.6667,132.75,80.56,76,100,1.28,overcast clouds
416,Byron Bay,AU,-28.65,153.6167,68.0,60,11,12.66,few clouds
417,Podgornoye,RU,51.735,39.1496,42.8,100,90,4.47,light rain
418,Karagaylinskiy,RU,54.172,86.5521,35.17,89,100,20.0,light rain
419,Amapa,BR,1.0,-52.0,71.35,99,100,2.21,overcast clouds
420,Gamba,GA,-2.65,10.0,77.22,89,100,3.31,light rain
421,Banda Aceh,ID,5.5577,95.3222,80.1,79,94,11.63,overcast clouds
422,Kumluca,TR,36.3703,30.2869,71.92,38,100,3.89,overcast clouds
423,Temirgoyevskaya,RU,45.1141,40.2803,52.65,94,100,1.57,overcast clouds
424,Tigzirt,DZ,36.8886,4.1198,49.69,67,0,5.26,clear sky
425,La Tijera,MX,19.9,-104.4,73.56,19,3,8.66,clear sky
426,San Carlos De Bariloche,AR,-41.1456,-71.3082,53.6,87,75,12.66,broken clouds
427,Misawa,JP,40.6836,141.3597,50.0,87,75,14.97,broken clouds
428,Sarankhola,BD,22.3082,89.7897,78.04,89,5,6.2,clear sky
429,Ascension,US,30.2169,-90.9001,66.2,68,1,3.44,clear sky
430,Balkanabat,TM,39.5108,54.3671,72.16,26,64,5.35,broken clouds
431,Umm Lajj,SA,25.0213,37.2685,79.12,64,0,7.14,clear sky
432,Naze,JP,28.3667,129.4833,64.4,63,75,12.66,broken clouds
433,Port Shepstone,ZA,-30.7414,30.455,68.11,51,1,8.48,clear sky
434,Shirokiy,RU,49.758,129.523,48.54,49,4,7.54,clear sky
435,Mirabad,AF,30.4362,61.8383,75.7,19,100,7.25,overcast clouds
436,Yurimaguas,PE,-5.9,-76.0833,74.35,95,100,1.74,overcast clouds
437,Presidente Medici,BR,-11.1753,-61.9014,72.66,97,94,2.62,overcast clouds
438,Isla Vista,US,34.4133,-119.861,82.0,56,1,4.61,clear sky
439,Englewood,US,39.6478,-104.9878,57.99,26,75,4.61,broken clouds
440,Laguna,US,38.421,-121.4238,90.0,6,1,4.61,clear sky
441,Songjianghe,CN,42.1859,127.479,50.68,32,36,8.63,scattered clouds
442,Katiola,CI,8.1333,-5.1,78.8,73,20,9.22,few clouds
443,Hambantota,LK,6.1241,81.1185,78.4,82,41,9.82,scattered clouds
444,Negombo,LK,7.2083,79.8358,77.0,94,40,3.44,scattered clouds
445,Kaohsiung,TW,22.6163,120.3133,75.2,78,75,4.61,broken clouds
446,Henties Bay,NA,-22.116,14.2845,86.0,41,7,8.99,clear sky
447,Marzuq,YE,14.4,46.4667,69.46,55,96,0.94,overcast clouds
448,Noshiro,JP,40.2039,140.0242,48.2,87,75,11.5,broken clouds
449,Varkaus,FI,62.3153,27.873,34.0,93,0,1.14,clear sky
450,Tongzi,CN,28.7829,105.0877,58.68,92,100,1.97,overcast clouds
451,Cosolapa,MX,18.5833,-96.65,72.61,82,100,3.18,overcast clouds
452,Barinas,VE,8.6226,-70.2075,85.12,45,99,1.23,overcast clouds
453,La Ronge,CA,55.1001,-105.2842,39.2,28,63,11.5,broken clouds
454,Muros,ES,42.7762,-9.0603,55.0,84,100,3.15,overcast clouds
455,Honiara,SB,-9.4333,159.95,85.39,73,45,3.04,scattered clouds
456,Kingsport,US,36.5484,-82.5618,60.8,36,75,5.75,broken clouds
457,Flin Flon,CA,54.7682,-101.865,35.6,30,20,17.27,few clouds
458,Curup,ID,-3.4667,102.5333,67.98,96,57,1.07,broken clouds
459,Bandarbeyla,SO,9.4942,50.8122,81.93,79,16,11.54,light rain
460,Udachnyy,RU,66.4167,112.4,1.45,96,99,2.53,overcast clouds
461,Sumbe,AO,-11.2061,13.8437,80.19,85,45,5.1,scattered clouds
462,Loikaw,MM,19.6742,97.2094,68.58,75,0,2.3,clear sky
463,Nuevo Laredo,MX,27.4763,-99.5164,69.8,32,40,10.36,scattered clouds
464,Aksu,CN,41.1231,80.2644,59.74,40,99,4.9,overcast clouds
465,Aberdeen,GB,57.1437,-2.0981,44.01,70,77,9.22,broken clouds
466,Nabire,ID,-3.3667,135.4833,77.05,89,99,2.46,overcast clouds
467,Hovd,MN,48.0056,91.6419,40.57,35,91,9.33,overcast clouds
468,Nokaneng,BW,-19.6667,22.2667,61.0,43,0,7.02,clear sky
469,Coquimbo,CL,-29.9533,-71.3436,57.2,82,90,3.44,overcast clouds
470,Savelugu,GH,9.6244,-0.8253,85.71,55,77,7.52,broken clouds
471,Saint-Francois,FR,46.4154,3.9054,42.8,75,0,6.91,clear sky
472,Srandakan,ID,-7.9386,110.2506,77.67,85,86,5.61,overcast clouds
473,Novo Aripuana,BR,-5.1206,-60.3797,73.0,98,49,2.77,moderate rain
474,Sainte-Rose,GP,16.3324,-61.6979,78.8,78,75,6.91,broken clouds
475,Korla,CN,41.7597,86.1469,59.86,28,99,7.63,overcast clouds
476,Pasni,PK,25.2631,63.471,79.52,65,100,11.9,overcast clouds
477,Labuhan,ID,-6.8844,112.2051,78.35,82,75,4.92,broken clouds
478,Halifax,CA,44.6453,-63.5724,39.0,89,100,11.99,overcast clouds
479,Praia Da Vitoria,PT,38.7333,-27.0667,60.8,82,20,5.21,few clouds
480,Dongsheng,CN,39.8161,109.9776,54.36,22,78,0.72,broken clouds
481,Beyneu,KZ,45.3167,55.2,63.34,45,100,17.43,overcast clouds
482,Bitung,ID,1.4451,125.1824,82.4,74,20,3.44,few clouds
483,Kemin,KG,42.7846,75.6892,45.93,74,80,4.97,broken clouds
484,Kose,TR,40.21,39.6511,48.2,87,75,2.3,broken clouds
485,Qitaihe,CN,45.8,130.85,52.18,41,0,7.4,clear sky
486,Aripuana,BR,-9.1667,-60.6333,72.52,98,68,0.94,broken clouds
487,Srednekolymsk,RU,67.45,153.6833,23.61,78,11,9.15,few clouds
488,Saurimo,AO,-9.6608,20.3916,64.38,88,86,3.8,overcast clouds
489,Sungaipenuh,ID,-2.0833,101.3833,64.6,94,74,1.16,broken clouds
490,Limoges,FR,45.75,1.3333,48.2,53,0,5.75,clear sky
491,Guangyuan,CN,32.442,105.823,57.49,87,100,0.49,overcast clouds
492,Frederico Westphalen,BR,-27.3592,-53.3944,63.59,74,2,5.84,clear sky
493,Bay Roberts,CA,47.5999,-53.2648,37.99,99,100,1.99,light rain
494,Mehamn,NO,71.0357,27.8492,34.32,78,99,12.66,overcast clouds
495,Lyuban,BY,52.7985,28.0048,41.11,90,30,5.59,scattered clouds
496,Oktyabrskiy,RU,54.4815,53.471,36.05,62,35,13.29,scattered clouds
497,Kondinskoye,RU,59.6481,67.41,18.14,76,89,6.78,overcast clouds
498,Maputo,MZ,-25.9653,32.5892,64.99,82,0,3.0,clear sky
499,Ancud,CL,-41.8697,-73.8203,55.4,100,90,11.5,light rain
500,Bagn,NO,60.8225,9.5521,33.01,64,49,4.0,scattered clouds
501,Indian Head,US,38.6001,-77.1622,59.0,58,20,2.06,few clouds
502,Fremont,US,37.5483,-121.9886,82.0,40,1,13.8,clear sky
503,Rio De Jesus,PA,7.9844,-81.1631,78.15,85,100,4.74,overcast clouds
504,Ughelli,NG,5.4899,6.0074,75.49,91,100,3.13,overcast clouds
505,Haines Junction,CA,60.7522,-137.5108,59.0,20,19,5.75,few clouds
506,Ust-Kuyga,RU,70.0167,135.6,11.44,87,97,5.7,overcast clouds
507,Sovetskiy,RU,61.3614,63.5842,15.49,77,22,6.15,few clouds
508,George Town,MY,5.4112,100.3354,78.8,94,20,2.3,few clouds
509,Huarmey,PE,-10.0681,-78.1522,69.6,82,53,8.03,broken clouds
510,Roma,US,43.2128,-75.4557,51.8,50,1,11.5,clear sky
511,Poum,NC,-20.2333,164.0167,79.07,74,97,3.65,overcast clouds
512,Houston,US,29.7633,-95.3633,64.99,45,20,6.91,few clouds
513,Baft,IR,29.234,56.6057,51.48,45,25,3.42,scattered clouds
514,Broken Hill,AU,-31.95,141.4333,60.8,48,27,5.75,light rain
515,Khasan,RU,42.4308,130.6434,50.18,49,0,1.86,clear sky
516,Cabedelo,BR,-6.9811,-34.8339,73.4,100,40,4.61,scattered clouds
517,Dzhebariki-Khaya,RU,62.2167,135.8,26.42,95,100,6.78,snow
518,Prince George,CA,53.9166,-122.753,54.0,25,1,14.97,clear sky
519,Burhaniye,TR,39.5004,26.9727,59.0,94,75,3.44,broken clouds
520,Sahuaripa,MX,29.05,-109.2333,84.74,10,0,16.35,clear sky
521,Mae Ramat,TH,16.984,98.5166,75.2,94,20,0.83,few clouds
522,Port Moresby,PG,-9.4431,147.1797,81.55,74,91,2.73,overcast clouds
523,Vista,US,33.2,-117.2425,86.0,21,1,11.5,clear sky
524,Aykhal,RU,66.0,111.5,4.77,88,66,1.68,broken clouds
525,Arawa,PG,-6.2132,155.5367,89.53,58,32,1.39,scattered clouds
526,Xai-Xai,MZ,-25.0519,33.6442,62.35,80,12,6.42,few clouds
527,San Policarpo,PH,12.1791,125.5072,74.95,90,100,29.95,moderate rain
528,Thunder Bay,CA,48.4001,-89.3168,44.01,75,90,5.75,light rain
529,Dekar,BW,-21.5333,21.9333,60.37,48,0,6.58,clear sky
530,Komsomolskiy,UZ,40.4272,71.7189,53.6,54,12,6.91,few clouds
531,Baghmara,IN,23.795,86.2085,77.9,19,0,3.24,clear sky
532,Puerto Madryn,AR,-42.7692,-65.0385,66.88,66,98,13.62,overcast clouds
533,Salgueiro,BR,-8.0742,-39.1192,73.53,82,100,8.5,overcast clouds
534,Vrable,SK,48.2437,18.3085,45.0,91,100,1.99,overcast clouds
535,Arrifes,PT,37.7667,-25.7,57.2,82,20,2.3,few clouds
536,Huron,US,41.1501,-82.5499,48.99,87,98,1.92,overcast clouds
537,Riberalta,BO,-10.9833,-66.1,74.25,96,57,1.97,broken clouds
538,Buchanan,LR,5.8808,-10.0467,78.8,94,40,7.83,scattered clouds
539,Mumford,GH,5.2618,-0.759,79.83,81,100,5.99,overcast clouds
540,Moche,PE,-8.1711,-79.0092,66.2,88,40,11.5,scattered clouds
541,Mubende,UG,0.5606,31.39,60.87,97,54,2.98,broken clouds
542,Madera,US,37.1666,-119.8343,72.0,18,0,1.01,clear sky
543,Kalabo,ZM,-14.97,22.6814,63.52,62,78,6.67,broken clouds
544,Leshukonskoye,RU,64.8989,45.7622,25.23,83,37,2.86,scattered clouds
545,Picota,PE,-6.9197,-76.3304,84.2,65,40,2.3,scattered clouds
546,Myitkyina,MM,25.3833,97.4,66.43,89,6,1.9,clear sky
547,Voh,NC,-20.9667,164.7,83.19,65,87,1.92,overcast clouds
548,Safaga,EG,26.7292,33.9365,77.0,61,0,0.27,clear sky
549,Price,US,39.5994,-110.8107,60.8,17,40,9.22,scattered clouds
550,Hellvik,NO,59.9156,5.781,43.0,71,1,5.79,clear sky
551,Takab,IR,36.4009,47.1133,52.93,50,66,1.57,broken clouds
552,Koumac,NC,-20.5667,164.2833,81.1,66,93,3.22,overcast clouds
553,Berlin,DE,52.5244,13.4105,45.0,92,51,1.99,broken clouds
554,Batagay-Alyta,RU,67.8006,130.4114,10.72,88,100,3.76,overcast clouds
555,Tilichiki,RU,60.4667,166.1,31.42,95,86,0.65,overcast clouds
556,Kemi,FI,65.8596,24.8228,26.6,93,0,1.14,clear sky
557,Banff,CA,51.1762,-115.5698,28.4,93,100,6.91,light snow
558,Tecoanapa,MX,16.5167,-98.75,82.22,52,17,10.89,few clouds
559,Faanui,PF,-16.4833,-151.75,82.83,68,8,13.06,clear sky
560,Karpathos,GR,35.507,27.2132,68.0,49,99,5.75,overcast clouds
561,Nsanje,MW,-16.92,35.262,62.87,97,35,2.86,scattered clouds
562,Kasongo-Lunda,CD,-6.4667,16.8167,70.75,97,100,0.29,moderate rain
563,Japura,ID,-0.3167,102.35,74.08,96,53,0.51,moderate rain
564,Makinsk,KZ,52.6292,70.4169,21.56,56,11,14.47,few clouds
565,Portland,US,45.5234,-122.6762,82.4,21,20,6.91,few clouds
566,Mayo,US,38.8876,-76.5119,57.99,51,1,4.61,clear sky
567,Bima,ID,-8.4667,118.7167,79.5,81,78,4.18,broken clouds
568,Akyab,MM,20.15,92.9,77.18,81,0,5.41,clear sky
569,Kerema,PG,-7.9631,145.7785,80.26,77,100,3.71,overcast clouds
570,Belyy Yar,RU,53.6039,91.3903,30.2,80,0,4.47,clear sky
571,Kapoeta,SS,4.7717,33.5903,79.36,58,18,20.24,few clouds
572,Lake Havasu City,US,34.4839,-114.3224,82.4,6,1,28.77,clear sky
573,Blackfoot,US,43.1905,-112.345,64.0,12,11,10.0,few clouds
574,Sioux Lookout,CA,50.1001,-91.917,28.4,86,90,9.22,light snow
575,Batemans Bay,AU,-35.7167,150.1833,66.99,72,11,1.01,few clouds
576,Trelew,AR,-43.249,-65.3051,67.6,61,98,10.47,overcast clouds
577,Imeni Poliny Osipenko,RU,52.4201,136.4853,36.14,86,100,15.03,overcast clouds
578,Juneau,US,58.3019,-134.4197,66.2,18,1,11.5,clear sky
579,Uglich,RU,57.5275,38.3317,40.35,84,99,9.53,overcast clouds
580,Phalombe,MW,-15.8064,35.6507,58.19,95,73,3.44,broken clouds
581,Oksovskiy,RU,62.6062,39.8984,29.98,71,3,3.65,clear sky
582,Khashuri,GE,41.9941,43.5999,55.33,81,100,3.62,overcast clouds
583,Selfoss,IS,63.9331,-20.9971,32.0,92,95,3.0,light rain
584,Harindanga,IN,22.0383,88.3214,78.8,65,20,4.61,haze
585,Pitrufquen,CL,-38.9833,-72.65,62.6,77,0,5.75,clear sky
586,San Andres,CO,12.5847,-81.7006,84.2,79,75,10.36,broken clouds
587,Poso,ID,-1.3959,120.7524,82.99,70,100,3.15,overcast clouds
588,Muscat,OM,23.6139,58.5922,78.8,73,0,2.3,clear sky
589,Mogadishu,SO,2.0371,45.3438,82.29,76,81,9.62,light rain
590,Tangjiazhuang,CN,39.7333,118.45,61.75,31,2,10.71,clear sky
591,Caucaia,BR,-3.7361,-38.6531,81.0,83,20,5.75,few clouds
592,Svetlogorsk,BY,52.6333,29.7333,42.48,89,48,6.51,scattered clouds
593,Orsha,BY,54.5153,30.4053,42.4,86,67,7.56,broken clouds
594,Sibi,PK,29.5448,67.8764,82.08,11,53,2.86,broken clouds
595,Lorengau,PG,-2.0226,147.2712,81.61,77,100,9.66,overcast clouds
596,Chiman,PK,32.5463,73.8138,60.8,77,6,7.31,smoke
597,San Vicente De Canete,PE,-13.0751,-76.3835,68.0,86,70,3.22,broken clouds
598,Umm Kaddadah,SD,13.6017,26.6876,80.85,7,14,10.45,few clouds
599,Pitimbu,BR,-7.4706,-34.8086,73.4,100,40,4.61,scattered clouds
600,Ahuimanu,US,21.4447,-157.8378,84.2,61,40,12.66,scattered clouds
601,Pryazha,RU,61.6926,33.6216,28.4,86,5,2.24,clear sky
602,Suhbaatar,MN,50.2314,106.2078,35.6,25,7,1.77,clear sky
603,Barddhaman,IN,23.25,87.85,75.65,89,15,6.04,few clouds
604,Christchurch,NZ,-43.5333,172.6333,69.8,37,35,4.61,scattered clouds
605,Bilma,NE,18.6853,12.9164,84.92,7,55,7.72,broken clouds
606,Alugan,PH,12.2188,125.4808,74.57,91,100,28.9,moderate rain
607,Kargasok,RU,59.0556,80.8572,4.8,87,100,15.84,overcast clouds
608,Ketchikan,US,55.3422,-131.6461,71.6,24,1,11.5,clear sky
609,Nizhnyaya Poyma,RU,56.1622,97.1933,31.15,78,100,8.57,overcast clouds
610,Villavieja,ES,39.85,-0.1833,48.0,66,0,2.3,clear sky
611,Ciudad Real,ES,39.0,-4.0,53.01,52,100,1.01,overcast clouds
612,Vila Franca Do Campo,PT,37.7167,-25.4333,57.2,82,20,2.3,few clouds
613,Mackay,AU,-21.15,149.2,79.0,73,40,14.97,scattered clouds
614,Siocon,PH,7.7061,122.1353,79.61,86,99,10.56,light rain
615,Fereydun Kenar,IR,36.6864,52.5225,60.62,80,100,8.55,overcast clouds
616,Impfondo,CG,1.6381,18.0667,71.01,96,100,2.68,light rain
617,Pandan Niog,PH,6.2282,120.5631,82.56,77,99,10.0,overcast clouds
618,Catia La Mar,VE,10.6038,-67.0303,82.4,74,75,5.75,broken clouds
619,Contamana,PE,-7.3333,-75.0167,77.52,79,98,2.06,overcast clouds
620,Jumla,NP,29.2747,82.1838,39.45,72,6,4.56,clear sky
621,Ishigaki,JP,24.3448,124.1572,71.6,64,75,19.57,broken clouds
622,Bad Windsheim,DE,49.5,10.4167,44.01,93,90,3.58,light rain
623,Aswan,EG,24.0934,32.907,82.33,32,0,8.63,clear sky
624,Chishan,TW,22.6392,120.3565,75.2,78,75,3.44,light intensity drizzle
625,Dwarka,IN,22.2394,68.9678,79.65,82,22,14.81,few clouds
626,Los Llanos De Aridane,ES,28.6585,-17.9182,66.2,68,0,12.66,clear sky
627,Kankon,IN,15.0167,74.0167,81.03,84,11,1.05,few clouds
628,Katsuura,JP,35.1333,140.3,62.6,31,0,20.71,clear sky
629,College,US,64.8569,-147.8028,62.6,24,40,1.97,scattered clouds
630,Igarka,RU,67.4667,86.5833,-10.1,90,9,12.12,clear sky
631,Bejar,ES,40.3864,-5.7634,52.0,63,99,1.01,overcast clouds
632,Roros,NO,62.5747,11.3842,24.8,86,27,1.14,scattered clouds
633,Makubetsu,JP,45.3714,141.8211,39.2,93,75,31.07,broken clouds
634,Hailey,US,43.5196,-114.3153,66.2,15,1,14.97,clear sky
635,Ulaangom,MN,49.9811,92.0667,43.12,30,8,2.15,clear sky
636,Kloulklubed,PW,7.0419,134.2556,82.4,78,75,4.61,broken clouds
637,Tiarei,PF,-17.5333,-149.3333,87.01,66,20,8.05,few clouds
638,Nadym,RU,65.5333,72.5167,-7.35,98,23,10.27,few clouds
639,Dubai,AE,25.2582,55.3047,75.0,40,0,5.75,clear sky
640,Mecca,SA,21.4267,39.8261,84.78,28,46,6.02,scattered clouds
641,Douglas,US,41.3,-96.167,62.6,25,1,10.36,clear sky
642,Arman,RU,59.7,150.1667,34.9,90,91,4.59,overcast clouds
643,Yerofey Pavlovich,RU,53.9667,121.9667,23.59,37,3,12.68,clear sky
644,Jizan,SA,17.3333,42.6667,82.4,74,20,3.0,few clouds
645,Mondragone,IT,41.1141,13.8935,48.2,87,75,5.08,moderate rain
646,Prince Rupert,CA,54.3161,-130.3201,69.8,23,1,11.5,clear sky
647,Barentu,ER,15.1139,37.5928,78.67,34,49,3.62,scattered clouds
648,Lixourion,GR,38.2019,20.4314,55.08,74,19,5.3,few clouds
649,Son La,VN,21.3167,103.9,67.24,92,25,0.98,scattered clouds
650,Mao,ES,39.8885,4.2658,51.8,76,20,8.05,few clouds
651,Opuwo,NA,-18.0607,13.84,72.05,40,66,8.84,broken clouds
652,Boditi,ET,6.9667,37.8667,59.25,82,100,2.44,light rain
653,Rudbar,AF,30.15,62.6,75.9,17,100,6.24,overcast clouds
654,Salme,NP,28.0369,85.0942,51.8,93,20,4.61,few clouds
655,Aanekoski,FI,62.6946,25.818,28.4,93,0,2.3,clear sky
656,Iwanai,JP,42.9744,140.5089,42.42,96,100,11.59,overcast clouds
657,Pauini,BR,-7.7136,-66.9764,73.11,95,68,2.08,moderate rain
658,Candolim,IN,15.5181,73.7626,81.54,81,16,3.56,few clouds
659,Villefontaine,FR,45.6125,5.1456,48.2,70,0,5.75,clear sky
660,Gat,IL,31.61,34.7642,80.01,43,36,5.35,scattered clouds
661,Pacifica,US,37.6138,-122.4869,57.99,87,90,12.66,mist
662,Singarayakonda,IN,15.25,80.0333,78.87,84,80,6.98,broken clouds
663,Northam,GB,51.0333,-4.2167,44.01,49,66,3.69,broken clouds
664,Nelson Bay,AU,-32.7167,152.15,66.0,77,20,10.36,few clouds
665,Morgan City,US,29.6994,-91.2068,66.0,63,1,8.05,clear sky
666,Joshimath,IN,30.5667,79.5667,43.02,54,14,9.06,few clouds
667,Tias,ES,28.9611,-13.645,64.4,68,40,13.8,scattered clouds
668,Muzhi,RU,65.3667,64.6667,-1.8,93,29,4.45,scattered clouds
669,Kindu,CD,-2.95,25.95,69.66,98,99,2.86,overcast clouds
670,Omboue,GA,-1.5746,9.2618,78.93,85,100,5.06,overcast clouds
671,Santa Maria Do Suacui,BR,-18.1903,-42.4142,66.96,90,65,2.39,broken clouds
672,Talaya,RU,61.3833,152.75,26.58,89,96,2.04,overcast clouds
673,Choya,RU,52.0108,86.5467,43.95,82,44,4.25,scattered clouds
674,Zhezkazgan,KZ,47.8043,67.7144,51.04,74,19,8.23,few clouds
675,Nyimba,ZM,-14.5566,30.8149,63.99,76,91,7.9,overcast clouds
676,Imeni Zhelyabova,RU,58.9544,36.5956,37.78,79,99,7.07,overcast clouds
677,Yaan,NG,7.3833,8.5667,79.11,70,99,8.46,overcast clouds
678,Lumeje,AO,-11.55,20.7833,68.68,63,100,5.88,overcast clouds
679,Maragogi,BR,-9.0122,-35.2225,77.38,83,100,5.46,overcast clouds
680,Saint-Georges,GD,12.0564,-61.7485,80.6,74,40,14.97,scattered clouds
681,Half Moon Bay,US,37.4636,-122.4286,62.6,87,90,12.66,mist
682,Kabo,CF,7.6994,18.629,74.7,63,100,5.97,overcast clouds
683,San Antonio Del Norte,HN,13.8844,-87.7031,86.0,61,75,6.91,broken clouds
684,Quime,BO,-16.9833,-67.2167,52.32,90,33,4.63,scattered clouds
685,Pyshma,RU,56.9523,63.2513,24.6,52,0,5.17,clear sky
686,Auburndale,US,28.0653,-81.7887,82.4,57,1,8.05,clear sky
687,Kajaani,FI,64.2273,27.7285,32.0,69,0,1.14,clear sky
688,Santa Cruz,BO,-17.8,-63.1667,70.86,92,38,4.14,light rain
689,Sorong,ID,-0.8833,131.25,79.47,83,100,6.49,overcast clouds
690,Kez,RU,57.8979,53.7152,26.46,69,1,6.29,clear sky
691,Xuanhua,CN,40.6103,115.0447,60.4,17,28,1.39,scattered clouds
692,Severodvinsk,RU,64.5635,39.8302,23.0,86,0,2.24,clear sky
693,Rocha,UY,-34.4833,-54.3333,59.04,92,22,6.46,few clouds
694,Lincoln,US,40.8,-96.667,62.6,27,1,8.05,clear sky
695,Cody,US,44.5263,-109.0565,53.6,37,90,19.57,overcast clouds
696,Eureka,US,40.8021,-124.1637,55.99,87,90,5.75,overcast clouds
697,Show Low,US,34.2542,-110.0298,48.2,53,20,6.91,few clouds
698,Necochea,AR,-38.5473,-58.7368,64.0,89,98,1.99,overcast clouds
699,Palmerston,AU,-12.486,130.9833,82.99,44,0,8.05,clear sky
700,Krivosheino,RU,57.3431,83.9261,12.51,91,100,22.53,snow
